"IDCAL";"FOODNAME";"CALORIE";"PROTEIN";"FATS";"CARBHDRT";"CALCIUM";"PHOSPHOR";"IRON";"VITA";"VITB1";"VITC";"amount";"FWEIGHT";"added";"ISACTIVE"
435;"Terong belanda";48.0;1.5;0.3;11.3;13.0;24.0;1.0;0.0;0.04;17.0;73.0;100;"admin";1
436;"Tomat ( sari air tomat )";15.0;1.0;0.2;3.5;7.0;15.0;0.0;600.0;0.05;10.0;100.0;100;"admin";1
437;"Tomat masak";20.0;1.0;0.3;4.2;5.0;27.0;0.0;1500.0;0.06;40.0;95.0;100;"admin";1
438;"Tomat muda";23.0;2.0;0.7;2.3;5.0;27.0;0.0;320.0;0.07;30.0;95.0;100;"admin";1
439;"Wortel";42.0;1.2;0.3;9.3;39.0;37.0;0.0;12000.0;0.06;6.0;88.0;100;"admin";1
440;"Alpokat";85.0;0.9;6.5;7.7;10.0;20.0;1.0;180.0;0.05;13.0;61.0;100;"admin";0
441;"Anggur";50.0;0.5;0.2;12.8;9.0;20.0;0.6;0.0;0.1;4.0;100.0;100;"admin";0
442;"Apel";58.0;0.3;0.4;14.9;6.0;10.0;0.0;90.0;0.04;5.0;88.0;100;"admin";1
443;"Arbei";37.0;0.8;0.5;8.3;28.0;27.0;1.0;60.0;0.03;60.0;96.0;100;"admin";1
444;"Asam masak dipohon";239.0;2.8;0.6;62.5;74.0;113.0;1.0;30.0;0.34;2.0;48.0;100;"admin";1
445;"Belimbing";36.0;0.4;0.4;8.8;4.0;12.0;1.0;170.0;0.03;35.0;86.0;100;"admin";1
446;"Bengkuang";55.0;1.4;0.2;12.8;15.0;18.0;1.0;0.0;0.04;20.0;84.0;100;"admin";1
447;"Buah atung";23.0;0.8;0.2;5.2;30.0;50.0;5.0;0.0;0.29;38.0;80.0;100;"admin";1
448;"Buah mentega ( bisbul )";39.0;0.7;0.2;9.7;43.0;17.0;1.0;55.0;0.0;33.0;50.0;100;"admin";1
449;"Buah nona";101.0;1.7;0.6;25.2;27.0;20.0;1.0;0.0;0.08;22.0;58.0;100;"admin";1
450;"Cempedak";116.0;3.0;0.4;28.6;20.0;30.0;2.0;200.0;0.0;15.0;30.0;100;"admin";1
451;"Duku";63.0;1.0;0.2;16.1;18.0;9.0;1.0;0.0;0.05;9.0;64.0;100;"admin";1
452;"Durian";134.0;2.5;3.0;28.0;7.0;44.0;1.0;175.0;0.1;53.0;22.0;100;"admin";1
453;"Embacang";98.0;1.4;0.2;25.4;21.0;15.0;0.0;1218.0;0.03;56.0;65.0;100;"admin";1
454;"Erbis";70.0;0.6;0.0;18.9;11.0;50.0;1.0;10.0;0.0;16.0;33.0;100;"admin";1
455;"Gandaria";68.0;0.7;0.1;18.0;9.0;20.0;1.0;1020.0;0.03;99.99;70.0;100;"admin";1
456;"Jambu air";46.0;0.6;0.2;11.8;8.0;9.0;1.0;0.0;0.0;5.0;90.0;100;"admin";1
457;"Jambu biji";49.0;0.9;0.3;12.2;14.0;28.0;1.0;25.0;0.02;87.0;82.0;100;"admin";1
458;"Jambu bol";56.0;0.6;0.3;14.2;29.0;16.0;1.0;130.0;0.02;22.0;67.0;100;"admin";1
459;"Jambu monyet ( buah )";64.0;0.7;0.6;15.8;4.0;13.0;1.0;25.0;0.02;99.99;90.0;100;"admin";1
460;"Jeruk bali";48.0;0.6;0.2;12.4;23.0;27.0;1.0;20.0;0.04;43.0;62.0;100;"admin";1
461;"Jeruk garut (jeruk keprok)";44.0;0.8;0.3;10.9;33.0;23.0;0.0;420.0;0.07;31.0;71.0;100;"admin";1
462;"Jeruk manis";45.0;0.9;0.2;11.2;33.0;23.0;0.0;190.0;0.08;49.0;72.0;100;"admin";1
463;"Jeruk manis (air sari jeruk)";44.0;0.8;0.2;11.0;19.0;16.0;0.0;190.0;0.08;49.0;100.0;100;"admin";1
464;"Jeruk nipis";37.0;0.8;0.1;12.3;40.0;22.0;1.0;0.0;0.04;27.0;76.0;100;"admin";1
465;"Kedondong masak";41.0;1.0;0.1;10.3;15.0;22.0;3.0;233.0;0.08;30.0;58.0;100;"admin";1
466;"Kemang";48.0;1.0;0.2;11.9;10.0;24.0;0.0;6.0;0.08;58.0;65.0;100;"admin";1
467;"Kesemek";78.0;0.8;0.4;20.0;6.0;26.0;0.0;2710.0;0.05;11.0;97.0;100;"admin";1
468;"Kokosan";86.0;1.6;0.2;13.0;22.0;38.0;1.0;20.0;0.04;3.0;64.0;100;"admin";1
469;"Langsat";56.0;0.9;0.2;14.3;17.0;24.0;1.0;0.0;0.07;3.0;64.0;100;"admin";1
470;"Mangga gedong";44.0;0.7;0.2;11.2;13.0;10.0;0.0;16400.0;0.08;9.0;65.0;100;"admin";1
471;"Mangga golek";63.0;0.5;0.2;16.7;14.0;10.0;1.0;3715.0;0.08;30.0;65.0;100;"admin";1
472;"Mangga harumanis";46.0;0.4;0.2;11.9;15.0;9.0;0.0;1200.0;0.08;6.0;65.0;100;"admin";1
473;"Mangga indramayu";72.0;0.8;0.2;18.7;13.0;10.0;2.0;2900.0;0.06;16.0;65.0;100;"admin";1
474;"Mangga kopek";56.0;0.4;0.2;14.6;16.0;10.0;2.0;6520.0;0.03;27.0;65.0;100;"admin";1
475;"Mangga muda";59.0;0.5;0.4;15.1;12.0;11.0;0.0;85.0;0.06;65.0;73.0;100;"admin";1
476;"Manggis";63.0;0.6;0.6;15.6;8.0;12.0;1.0;0.0;0.03;2.0;29.0;100;"admin";1
477;"Menteng";65.0;1.7;0.2;16.1;13.0;20.0;1.0;0.0;0.0;3.0;64.0;100;"admin";1
478;"Nanas";52.0;0.4;0.2;13.7;16.0;11.0;0.0;130.0;0.08;24.0;53.0;100;"admin";1
479;"Nangka masak dipohon";106.0;1.2;0.3;27.6;20.0;19.0;1.0;330.0;0.07;7.0;28.0;100;"admin";1
480;"Pala ( dagingnya )";42.0;0.3;0.2;10.9;32.0;24.0;2.0;29.0;0.0;22.0;30.0;100;"admin";1
481;"Pepaya";46.0;0.5;0.0;12.2;23.0;12.0;2.0;365.0;0.04;78.0;75.0;100;"admin";1
482;"Pisang ambon";99.0;1.2;0.2;25.8;8.0;28.0;1.0;146.0;0.08;3.0;75.0;100;"admin";1
483;"Pisang angleng (pis. ampyang)";68.0;1.3;0.2;17.2;10.0;26.0;1.0;76.0;0.08;6.0;75.0;100;"admin";1
484;"Pisang lampung";99.0;1.3;0.2;25.6;10.0;19.0;1.0;618.0;0.0;4.0;75.0;100;"admin";1
485;"Pisang mas";127.0;1.4;0.2;33.6;7.0;25.0;1.0;79.0;0.09;2.0;85.0;100;"admin";1
486;"Pisang raja";120.0;1.2;0.2;31.8;10.0;22.0;1.0;950.0;0.06;10.0;70.0;100;"admin";1
487;"Pisang raja sereh (pis. susu)";118.0;1.2;0.2;31.1;7.0;29.0;0.0;112.0;0.0;4.0;85.0;100;"admin";1
488;"Pisang raja uli";146.0;2.0;0.2;38.2;10.0;28.0;1.0;75.0;0.05;3.0;75.0;100;"admin";1
489;"Rambutan";69.0;0.9;0.1;18.1;16.0;16.0;1.0;0.0;0.0;58.0;40.0;100;"admin";1
490;"Salak";77.0;0.4;0.0;20.9;28.0;18.0;4.0;0.0;0.04;2.0;50.0;100;"admin";1
491;"Salak bali";57.0;0.5;0.1;13.6;94.0;25.0;2.1;0.0;0.0;0.4;93.0;100;"admin";1
492;"Salak pondoh";368.0;0.8;0.4;90.3;38.0;31.0;3.9;0.0;0.0;8.4;59.0;100;"admin";1
493;"Sawo";92.0;0.5;1.1;22.4;25.0;12.0;1.0;60.0;0.01;21.0;79.0;100;"admin";1
494;"Sawo duren";64.0;1.0;3.1;8.0;18.0;45.0;0.8;0.0;0.01;1.0;64.0;100;"admin";1
495;"Sawo kecik";111.0;0.9;2.3;21.6;20.0;185.0;0.7;0.0;0.0;19.0;83.0;100;"admin";1
496;"Semangka";28.0;0.5;0.2;6.9;7.0;12.0;0.0;590.0;0.05;6.0;46.0;100;"admin";1
497;"Sirsak";65.0;1.0;0.3;16.3;14.0;27.0;1.0;10.0;0.07;20.0;68.0;100;"admin";1
498;"Srikaya";101.0;1.7;0.6;25.2;27.0;20.0;1.0;0.0;0.08;22.0;58.0;100;"admin";1
499;"Srikaya (DKBM P3G '90)";63.0;1.1;0.5;13.9;127.0;30.0;2.7;0.0;0.08;28.3;48.0;100;"admin";1
500;"Sukun muda";119.0;1.4;0.2;28.1;24.0;44.0;1.4;0.0;0.17;52.0;100.0;100;"admin";1
501;"Sukun muda (DKBM P3G '90)";119.0;1.4;0.2;28.1;24.0;44.0;1.4;0.0;0.17;51.8;84.0;100;"admin";1
502;"Sukun tua";126.0;1.6;0.2;24.5;37.0;47.0;1.6;0.0;0.18;58.0;100.0;100;"admin";1
503;"Sukun tua (DKBM P3G '90)";129.0;1.6;0.2;24.5;27.0;47.0;1.6;0.0;0.18;54.4;88.0;100;"admin";1
504;"Tempoyak";142.0;2.7;4.6;22.7;190.0;45.0;2.9;0.0;0.16;1.0;100.0;100;"admin";1
505;"Wuni";74.0;0.8;0.3;17.1;66.0;28.0;1.2;0.0;0.08;80.0;77.0;100;"admin";1
506;"Es krim";207.0;4.0;12.5;20.6;123.0;99.0;0.0;520.0;0.04;1.0;100.0;100;"admin";1
507;"Keju";326.0;22.8;20.3;13.1;777.0;338.0;2.0;750.0;0.01;1.0;100.0;100;"admin";1
508;"Kepala susu (krim)";204.0;2.6;20.0;4.0;97.0;77.0;0.0;830.0;0.03;1.0;100.0;100;"admin";1
509;"Mentega";725.0;0.5;81.6;1.4;15.0;16.0;1.0;3300.0;0.0;0.0;100.0;100;"admin";1
510;"Susu kambing";64.0;4.3;2.3;6.6;98.0;78.0;3.0;125.0;0.06;1.0;100.0;100;"admin";1
511;"Susu kental manis";336.0;8.2;10.0;55.0;275.0;209.0;0.0;510.0;0.05;1.0;100.0;100;"admin";1
512;"Susu kental tak manis";138.0;7.0;7.9;9.9;243.0;195.0;0.0;400.0;0.05;1.0;100.0;100;"admin";1
513;"Susu kerbau";160.0;6.3;12.0;7.1;216.0;101.0;0.0;80.0;0.04;1.0;100.0;100;"admin";1
514;"Susu sapi";61.0;3.2;3.5;4.3;143.0;60.0;2.0;130.0;0.03;1.0;100.0;100;"admin";1
515;"Susu skim (susu tak berlemak)";36.0;3.5;0.1;5.1;123.0;97.0;0.0;0.0;0.04;1.0;100.0;100;"admin";1
516;"Tepung susu";509.0;24.6;30.0;36.2;904.0;694.0;1.0;1570.0;0.29;6.0;100.0;100;"admin";1
517;"Tepung susu asam untuk bayi";418.0;19.0;9.0;65.5;800.0;600.0;7.0;1000.0;1.0;30.0;100.0;100;"admin";1
518;"Tepung susu skim";362.0;35.6;1.0;52.0;1300.0;1030.0;1.0;0.0;0.35;7.0;100.0;100;"admin";1
519;"Yoghurt";52.0;3.3;2.5;4.0;120.0;90.0;0.0;73.0;0.04;0.0;100.0;100;"admin";1
520;"Lemak babi";902.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
521;"Lemak kerbau (lemak sapi)";818.0;1.5;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
522;"Margarin";720.0;0.6;81.0;0.4;20.0;16.0;0.0;2000.0;0.0;0.0;100.0;100;"admin";1
523;"Minyak hati hiu (eulamia)";902.0;0.0;0.0;0.0;0.0;0.0;0.0;70000.0;0.0;0.0;100.0;100;"admin";1
524;"Minyak ikan";902.0;0.0;0.0;0.0;0.0;0.0;0.0;80000.0;0.0;0.0;100.0;100;"admin";1
525;"Minyak kacang tanah";902.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
526;"Minyak kelapa";870.0;1.0;98.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
527;"Minyak kelapa sawit";902.0;0.0;0.0;0.0;0.0;0.0;0.0;60000.0;0.0;0.0;100.0;100;"admin";1
528;"Minyak wijen";902.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
529;"Bier (4% alkohol)";48.0;0.6;0.0;4.4;4.0;26.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
530;"Coklat manis ( batang )";472.0;2.0;29.8;62.7;63.0;287.0;3.0;30.0;0.03;0.0;100.0;100;"admin";1
531;"Coklat pahit ( batang )";504.0;5.5;52.9;29.2;98.0;446.0;4.0;60.0;0.05;0.0;100.0;100;"admin";1
532;"Coklat susu  ( batang )";381.0;9.0;35.0;53.6;200.0;200.0;2.0;30.0;0.08;0.0;100.0;100;"admin";1
533;"Dodol";395.0;3.0;5.7;81.2;12.0;80.0;2.0;0.0;0.0;0.0;100.0;100;"admin";1
534;"Gelatin";389.0;91.0;0.0;0.0;0.0;20.0;1.0;0.0;0.0;0.0;100.0;100;"admin";1
535;"Gula aren";368.0;0.0;0.0;95.0;75.0;35.0;3.0;0.0;0.0;0.0;100.0;100;"admin";1
536;"Gula kelapa";386.0;3.0;10.0;76.0;76.0;37.0;3.0;0.0;0.0;0.0;100.0;100;"admin";1
537;"Gula merah tebu belum murni";356.0;0.4;0.5;90.6;51.0;44.0;4.0;0.0;0.02;0.0;100.0;100;"admin";1
538;"Gula pasir";364.0;0.0;0.0;94.0;5.0;1.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
539;"Jam sele";239.0;0.5;0.6;64.5;20.0;20.0;1.0;0.0;0.01;0.0;100.0;100;"admin";1
540;"Kopi bagian yang dapat larut";352.0;17.4;1.3;69.0;296.0;368.0;4.0;0.0;0.0;0.0;100.0;100;"admin";1
541;"Lemon squash";36.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;20.0;100.0;100;"admin";1
542;"Limun";30.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
543;"Madu";294.0;0.3;0.0;79.5;5.0;16.0;1.0;0.0;0.0;4.0;100.0;100;"admin";1
544;"Melasse";276.0;0.0;0.1;71.0;470.0;93.0;30.0;0.0;0.04;0.0;100.0;100;"admin";1
545;"Serbuk coklat";298.0;8.0;23.8;48.9;125.0;715.0;12.0;30.0;0.12;0.0;100.0;100;"admin";1
546;"Setrup sirup";213.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
547;"Teh";132.0;19.5;0.7;67.8;717.0;265.0;12.0;2095.0;0.01;0.0;100.0;100;"admin";1
548;"Aci aren";355.0;0.6;1.1;85.6;91.0;167.0;2.2;0.0;0.04;0.0;100.0;100;"admin";0
549;"Agar laut (DKBM P3G '90)";21.0;0.1;0.1;4.8;133.0;6.0;5.4;0.0;0.03;0.0;100.0;100;"admin";0
550;"Agar-agar";0.0;0.0;0.2;0.0;400.0;125.0;5.0;0.0;0.0;0.0;100.0;100;"admin";0
551;"Alur";24.0;1.8;0.3;4.8;164.0;95.0;2.5;0.0;0.03;2.0;90.0;100;"admin";0
552;"Bonggol pisang";43.0;0.6;0.0;11.6;15.0;60.0;1.0;0.0;0.01;12.0;100.0;100;"admin";1
553;"Bonggol pisang kering";245.0;3.4;0.0;66.2;60.0;150.0;2.0;0.0;0.04;4.0;100.0;100;"admin";1
554;"Bulung";333.0;8.2;0.1;64.7;939.0;202.0;49.2;0.0;0.04;0.0;100.0;100;"admin";1
555;"Bulung jajar (agar jajal)";212.0;16.9;0.2;47.6;3033.0;40.0;20.0;0.0;0.0;8.0;100.0;100;"admin";1
556;"Bulung sangu";237.0;14.7;0.2;56.0;3774.0;56.0;20.0;0.0;0.0;5.0;100.0;100;"admin";1
557;"Cengkeh kering";292.0;5.2;8.9;57.4;740.0;100.0;5.0;0.0;0.0;0.0;100.0;100;"admin";1
558;"Cuka";12.0;0.1;0.1;5.0;7.0;10.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
559;"Daun cincau";122.0;6.0;1.0;26.0;100.0;100.0;3.0;10750.0;80.0;17.0;40.0;100;"admin";1
560;"Donge-donge";16.0;0.5;0.2;3.6;164.0;211.0;2.5;0.0;0.01;1.4;95.0;100;"admin";1
561;"Jahe";51.0;1.5;1.0;10.1;21.0;39.0;2.0;30.0;0.02;4.0;97.0;100;"admin";1
562;"Kecap";46.0;5.7;1.3;9.0;123.0;96.0;6.0;0.0;0.0;0.0;100.0;100;"admin";1
563;"Kelangis";230.0;5.7;20.6;5.5;260.0;149.0;7.5;0.0;0.05;0.0;100.0;100;"admin";1
564;"Kunyit";63.0;2.0;2.7;9.1;24.0;78.0;3.0;0.0;0.03;1.0;78.0;100;"admin";1
565;"Lawi-lawi";18.0;0.5;0.9;2.6;307.0;307.0;9.9;0.0;0.0;1.3;100.0;100;"admin";1
566;"Lidah buaya";4.0;0.1;0.2;0.4;85.0;186.0;0.8;0.0;0.01;0.0;73.0;100;"admin";1
567;"Merica";359.0;11.5;6.8;64.4;460.0;200.0;17.0;0.0;0.2;0.0;100.0;100;"admin";1
568;"Ragi";136.0;43.0;2.4;3.0;140.0;1900.0;20.0;0.0;0.0;0.0;100.0;100;"admin";1
569;"Saos tomat";98.0;2.0;0.4;24.5;12.0;18.0;1.0;1880.0;0.09;11.0;100.0;100;"admin";1
570;"Bacang";72.0;2.3;1.9;11.4;0.01;0.0;2.4;0.0;0.0;0.0;100.0;70;"admin";1
571;"Bihun goreng";308.0;5.9;8.9;51.0;0.06;0.0;0.08;0.0;0.0;0.0;100.0;200;"admin";1
572;"Bubur";6.0;0.1;0.0;1.3;0.2;0.0;0.02;0.0;0.04;0.0;100.0;10;"admin";1
573;"Bubur beras (Menu Pgln)";70.0;1.8;0.0;0.0;5.0;0.0;0.5;0.0;0.02;0.0;100.0;100;"admin";1
574;"Bubur kentang (Menu Pgln)";76.0;1.3;0.0;0.0;2.5;0.0;1.2;0.0;0.02;3.0;100.0;100;"admin";1
575;"Bubur tepung (Menu Pgln)";363.0;0.5;0.0;0.0;0.9;0.0;0.1;0.0;0.02;0.0;100.0;100;"admin";1
576;"Bubur wortel (Menu Pgln)";73.0;1.4;0.0;0.0;5.1;0.0;1.7;1277.0;0.0;0.6;100.0;100;"admin";1
577;"Buntil";106.0;4.4;6.3;7.9;225.0;0.0;16.2;213.0;0.04;99.99;100.0;100;"admin";1
578;"Buras";88.0;2.3;1.3;16.7;0.02;0.0;3.95;0.0;0.0;0.0;100.0;70;"admin";1
579;"Cassava stick";460.0;0.8;18.7;17.2;144.0;6.0;7.5;0.0;0.19;0.0;100.0;100;"admin";1
580;"Cemplon";94.0;0.5;5.28;12.61;8.0;12.0;0.2;0.0;0.01;7.0;100.0;100;"admin";1
581;"Ceriping getuk singkong";462.0;1.2;20.7;67.7;1248.0;127.0;8.8;0.0;0.29;0.0;100.0;100;"admin";1
582;"Chilmil";472.0;18.0;20.0;55.0;600.0;0.0;6.0;1200.0;0.0;0.0;100.0;100;"admin";1
583;"Combro";105.0;0.8;3.3;17.9;3.21;0.0;1.21;0.0;0.0;0.0;100.0;50;"admin";1
584;"Deblo";52.0;0.4;3.0;10.6;11.3;0.0;0.39;14.0;0.2;5.0;100.0;20;"admin";1
585;"Dodongkal";7.0;1.3;0.9;15.8;0.01;0.0;0.2;0.0;0.0;0.0;100.0;40;"admin";1
586;"Gadung kukus";88.0;0.6;0.3;20.9;26.0;74.0;0.4;0.0;0.03;0.0;100.0;100;"admin";1
587;"Ganyong rebus";100.0;0.8;0.2;23.8;15.0;65.0;0.9;0.0;0.04;6.0;100.0;100;"admin";1
588;"Gemblong";115.0;1.7;2.6;21.1;0.06;0.0;0.2;0.0;0.0;0.0;100.0;40;"admin";1
589;"Gemblong (DKBM P3G '90)";274.0;1.7;5.4;55.5;69.0;55.0;3.3;0.0;0.0;0.0;100.0;100;"admin";1
590;"Gendar goreng";407.0;6.4;28.2;32.0;216.0;62.0;1.6;0.0;0.16;0.0;100.0;100;"admin";1
591;"Geplak";350.0;1.4;14.4;53.6;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
592;"Getuk goreng sukaraja";360.0;1.3;6.4;74.3;59.0;81.0;3.2;0.0;0.21;0.0;100.0;100;"admin";1
593;"Getuk lindri";60.0;0.6;1.4;11.2;0.01;0.0;0.2;0.0;0.0;0.0;100.0;35;"admin";1
594;"Getuk singkong";204.0;0.5;1.4;47.4;97.0;52.0;1.5;0.0;0.08;0.0;100.0;100;"admin";1
595;"Gudangan (urapan)";84.0;2.76;3.42;12.06;102.0;140.0;1.79;1923.0;0.06;31.0;100.0;100;"admin";1
596;"Hunkwe (Menu Pgln)";226.0;2.0;0.0;0.0;25.9;0.0;0.2;0.0;0.0;1.5;100.0;100;"admin";1
597;"Intip goreng";474.0;7.6;21.6;62.3;323.0;46.0;2.5;0.0;0.25;0.0;100.0;100;"admin";1
598;"Intip goreng/kerak nasi";474.0;7.6;21.6;62.3;323.0;64.0;2.5;0.0;0.25;0.0;100.0;100;"admin";1
599;"Jagung gronto metro";135.0;2.2;1.1;28.9;71.0;87.0;1.2;0.0;0.03;0.0;100.0;100;"admin";1
600;"Jagung grontol harapan";156.0;2.7;1.3;33.3;51.0;105.0;1.2;0.0;0.08;0.0;100.0;100;"admin";1
601;"Jagung kering dengan kulit";355.0;9.2;3.9;73.7;10.0;256.0;2.4;510.0;0.38;0.0;30.0;100;"admin";1
602;"Jagung rebus";105.0;2.6;1.1;21.1;2.9;0.0;0.68;51.0;0.68;0.0;100.0;60;"admin";1
603;"Japilus";500.0;1.2;25.1;67.3;18.6;29.0;4.9;0.0;0.0;0.0;100.0;100;"admin";1
604;"Jenang";220.0;2.6;5.7;39.5;0.04;0.0;0.4;0.0;0.0;0.0;100.0;60;"admin";1
605;"Karoket";73.0;1.2;2.8;0.7;0.01;0.0;0.85;0.0;0.0;0.0;100.0;25;"admin";1
606;"Kecimpring singkong";464.0;1.2;18.6;73.0;82.0;52.0;3.4;0.0;0.34;0.0;100.0;100;"admin";1
607;"Kecimpring sinkong goreng";262.0;1.2;18.6;73.0;82.0;52.0;3.4;0.0;0.34;0.0;100.0;100;"admin";1
608;"Kelepon";107.0;0.6;2.7;20.1;0.01;0.0;0.37;0.0;0.0;0.0;100.0;50;"admin";1
609;"Kemplang goreng";504.0;5.6;28.1;57.1;50.0;94.0;2.9;19.0;0.31;0.0;100.0;100;"admin";1
610;"Kemplang panggang";356.0;9.7;1.1;76.9;62.0;129.0;2.9;23.0;0.36;0.0;100.0;100;"admin";1
611;"Keremes";475.0;1.6;25.2;64.4;153.0;88.0;1.0;0.0;0.0;0.0;100.0;100;"admin";1
612;"Keripik gadung";446.0;2.8;14.5;76.0;147.0;52.0;1.9;0.0;0.95;0.0;100.0;100;"admin";1
613;"Keripik singkong";478.0;0.9;20.7;72.0;189.0;101.0;1.9;0.0;0.24;0.0;100.0;100;"admin";1
614;"Keripik singkong berbumbu";481.0;2.2;19.7;73.6;156.0;103.0;1.6;0.0;0.31;0.0;100.0;100;"admin";1
615;"Kerupuk sayong";7.0;0.2;2.6;12.2;12.0;0.0;0.28;0.0;0.01;0.0;100.0;15;"admin";1
616;"Ketapang";34.0;0.7;1.1;5.4;1.4;0.0;0.07;0.0;0.07;0.0;100.0;10;"admin";1
617;"Ketela kukus";153.0;1.2;0.3;36.4;56.0;22.0;0.4;0.0;0.0;20.0;100.0;100;"admin";1
618;"Ketela tapai";169.0;1.4;0.3;40.2;21.0;34.0;0.8;0.0;0.0;0.0;100.0;100;"admin";1
619;"Ketupat ketan";212.0;4.0;4.6;38.6;8.0;46.0;1.0;0.0;0.07;0.0;100.0;100;"admin";1
620;"Ketupat tahu";274.0;7.4;6.5;46.6;0.18;0.0;0.82;0.0;0.0;0.0;100.0;250;"admin";1
621;"Komba kukus";71.0;2.3;0.3;15.4;29.0;26.0;0.6;0.0;0.06;21.0;100.0;100;"admin";1
622;"Kue Kutu mayang";100.0;0.5;1.2;21.9;0.01;0.0;0.1;0.0;0.0;0.0;100.0;50;"admin";1
623;"Kue apem";84.0;1.5;0.7;17.8;0.01;0.0;0.1;0.0;0.0;0.0;100.0;45;"admin";1
624;"Kue bugis";24.0;0.3;0.1;5.4;1.15;0.0;0.18;0.0;0.0;0.0;100.0;10;"admin";1
625;"Kue koya";366.0;4.2;4.3;7.9;153.0;0.0;7.0;0.0;0.0;0.0;100.0;100;"admin";1
626;"Kue mangkok";91.0;1.5;0.5;20.2;0.01;0.0;0.36;0.0;0.0;0.0;100.0;50;"admin";1
627;"Kue pacar cina";38.0;0.7;0.2;17.2;9.3;0.0;0.18;0.0;0.0;0.0;100.0;30;"admin";1
628;"Kue pia";148.0;2.3;0.7;33.2;0.03;0.0;0.5;0.0;0.0;0.0;100.0;50;"admin";1
629;"Kue satu";59.0;1.9;0.4;11.9;0.04;0.0;1.22;0.0;0.0;0.0;100.0;15;"admin";1
630;"Kue semprong";38.0;0.1;0.1;9.2;0.01;0.0;0.12;0.0;0.0;0.0;100.0;10;"admin";1
631;"Kue talam";18.0;0.1;0.5;3.2;0.01;0.0;0.75;0.0;0.0;0.0;100.0;10;"admin";1
632;"Kue tambang";128.0;2.2;6.5;15.1;0.01;0.0;0.4;0.0;0.0;0.0;100.0;25;"admin";1
633;"Laksa";499.0;8.2;11.6;88.4;0.15;0.0;4.5;22.0;0.0;0.0;100.0;300;"admin";1
634;"Lemper";177.0;3.0;2.9;34.7;0.01;0.0;0.44;0.0;0.0;0.0;100.0;80;"admin";1
635;"Lenting getuk";422.0;0.9;10.8;80.4;206.0;104.0;3.6;0.0;0.43;0.0;100.0;100;"admin";1
636;"Leupeut ketan";96.0;3.1;0.2;20.5;8.2;0.0;0.65;2.0;0.96;0.0;100.0;40;"admin";1
637;"Lopis";98.0;1.7;1.3;19.8;0.01;0.0;0.19;0.0;0.0;0.0;100.0;60;"admin";1
638;"Lumpia";133.0;3.43;0.47;28.14;8.0;44.0;0.49;1.0;0.04;1.0;100.0;100;"admin";1
639;"Martabak";199.0;3.5;4.1;37.0;0.02;0.0;1.4;121.0;0.0;0.0;100.0;75;"admin";1
640;"Martabak telur";200.0;8.9;5.1;29.5;0.06;0.0;1.85;160.0;0.0;0.0;100.0;100;"admin";1
641;"Mi kuning goreng";476.0;0.1;21.1;71.3;57.0;36.0;4.8;0.0;0.22;0.0;100.0;100;"admin";1
642;"Mie +telur (Menu Pgln)";178.0;5.0;0.0;0.0;47.1;0.0;2.6;289.0;0.04;0.0;100.0;100;"admin";1
643;"Mie ayam";360.0;5.9;16.15;49.87;100.0;90.0;3.7;1551.0;0.03;22.0;100.0;100;"admin";1
644;"Mie goreng";117.0;1.9;5.1;15.6;5.6;0.0;0.44;34.0;0.04;0.0;100.0;25;"admin";1
645;"Mie goreng (mie kering noodle)";185.0;5.5;5.3;23.9;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
646;"Mie laksa basah";155.0;0.2;0.1;38.2;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
647;"Mie laksa kering";347.0;8.0;0.2;78.2;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
648;"Mie sua";320.0;9.1;0.2;70.4;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
649;"Misro";109.0;0.4;2.0;25.1;0.03;0.0;0.29;0.0;0.0;0.0;100.0;50;"admin";1
650;"Nasi (Menu Pgln)";176.0;3.3;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
651;"Nasi Beras giling masak";178.0;2.1;0.1;40.6;5.0;22.0;1.0;0.0;0.02;0.0;100.0;100;"admin";1
652;"Nasi beras giling pelita I/1";180.0;3.0;0.3;39.8;25.0;27.0;0.4;0.0;0.05;0.0;100.0;100;"admin";1
